image_number,R00,R01,R02,T1,R10,R11,R12,T2,R20,R21,R22,T3,fx,fy,cx,cy
148,0.68857867,0.32348165,-0.64891207,-0.91658664,-0.371705,0.92585737,0.067110531,-0.33117861,0.62254548,0.19500567,0.75779796,0.75847656,585.0,585.0,320.0,240.0
149,0.69665414,0.32042596,-0.64176923,-0.91517276,-0.37146196,0.9264847,0.059349239,-0.33577961,0.61364228,0.19705983,0.76449847,0.75951934,585.0,585.0,320.0,240.0
150,0.70352107,0.31905547,-0.63492483,-0.91287065,-0.37097296,0.92696339,0.054754097,-0.34388667,0.60605687,0.19703214,0.77053267,0.75986093,585.0,585.0,320.0,240.0
151,0.71155065,0.31907356,-0.62590355,-0.91144365,-0.37222633,0.92676759,0.049286488,-0.34543303,0.59582776,0.19792096,0.77824366,0.75946635,585.0,585.0,320.0,240.0
152,0.71983552,0.31628272,-0.6177941,-0.90761763,-0.37081766,0.92765176,0.042849414,-0.35036692,0.58668429,0.19825751,0.78507429,0.75937086,585.0,585.0,320.0,240.0
153,0.72735047,0.31176913,-0.61125159,-0.90456915,-0.37120122,0.92794967,0.031594928,-0.34447148,0.57709438,0.20393038,0.7907086,0.761163,585.0,585.0,320.0,240.0
154,0.7332952,0.31006631,-0.60498232,-0.90122283,-0.3697935,0.928635,0.027720662,-0.34662062,0.57043612,0.20340475,0.79565942,0.76192486,585.0,585.0,320.0,240.0
155,0.74041414,0.30704609,-0.59780926,-0.89729589,-0.36698967,0.92987353,0.023066889,-0.35119101,0.56300223,0.20232436,0.80121005,0.76170367,585.0,585.0,320.0,240.0
156,0.74594259,0.30694306,-0.59094989,-0.89254493,-0.36623222,0.93022364,0.02087725,-0.35785034,0.55615586,0.20086522,0.80634212,0.76194358,585.0,585.0,320.0,240.0
157,0.75218529,0.30693147,-0.58298922,-0.88872206,-0.36562708,0.93051857,0.018158261,-0.35713992,0.54808718,0.19951174,0.81218159,0.76201463,585.0,585.0,320.0,240.0
158,0.75832409,0.30980086,-0.57344031,-0.8864221,-0.36736453,0.92986387,0.016551221,-0.36014259,0.53837997,0.19812386,0.81898534,0.76095712,585.0,585.0,320.0,240.0
159,0.76504868,0.30960247,-0.56454641,-0.88204134,-0.36682209,0.93013436,0.012992564,-0.36207953,0.52915674,0.1971615,0.82520491,0.76095814,585.0,585.0,320.0,240.0
160,0.77218246,0.30168754,-0.5590924,-0.87669104,-0.35841316,0.9334569,0.0086780814,-0.36061004,0.52453661,0.19369809,0.82896596,0.76267344,585.0,585.0,320.0,240.0
161,0.77998722,0.29387996,-0.55237627,-0.86883289,-0.3503263,0.93655509,0.0035933107,-0.36869049,0.51841623,0.19072208,0.83349341,0.76091534,585.0,585.0,320.0,240.0
162,0.78551203,0.29730567,-0.54262799,-0.86590803,-0.35362667,0.93532056,0.00054962764,-0.37441027,0.50772321,0.19146903,0.83987981,0.7588222,585.0,585.0,320.0,240.0
163,0.79158473,0.29464063,-0.53520536,-0.8600052,-0.35256904,0.93569821,-0.0063402453,-0.37477037,0.49895087,0.19372903,0.84460527,0.75939888,585.0,585.0,320.0,240.0
164,0.79818904,0.29034069,-0.52769375,-0.85599828,-0.34910852,0.93693209,-0.012554275,-0.37531298,0.4907957,0.19425644,0.84924954,0.75848556,585.0,585.0,320.0,240.0
165,0.80423534,0.28546169,-0.52113444,-0.85089976,-0.34459108,0.93852007,-0.017693164,-0.37670299,0.48407143,0.19382113,0.85319912,0.75845474,585.0,585.0,320.0,240.0
166,0.8100161,0.28620613,-0.51168728,-0.84775543,-0.34438527,0.93854457,-0.020207815,-0.37857065,0.47448412,0.19259958,0.85884237,0.7571947,585.0,585.0,320.0,240.0
167,0.81699765,0.28471464,-0.5013147,-0.8445214,-0.34125865,0.93963385,-0.022500187,-0.37900913,0.46467173,0.18947367,0.8648814,0.75709814,585.0,585.0,320.0,240.0
168,0.82276011,0.28056329,-0.49418008,-0.84073937,-0.33676285,0.94115436,-0.026349174,-0.38072023,0.45773229,0.18811357,0.86886948,0.75768507,585.0,585.0,320.0,240.0
169,0.82783765,0.28132707,-0.48518446,-0.83810169,-0.33726868,0.94086683,-0.02991032,-0.3827745,0.44810376,0.18841153,0.87380993,0.75678188,585.0,585.0,320.0,240.0
170,0.83449334,0.27988279,-0.47450042,-0.8349607,-0.3343035,0.9418425,-0.032388136,-0.3843931,0.43786338,0.1856678,0.87956965,0.75560516,585.0,585.0,320.0,240.0
171,0.84005708,0.27841961,-0.46545747,-0.83240467,-0.33180952,0.94263047,-0.035001434,-0.38702255,0.42903242,0.1838593,0.88428873,0.75526679,585.0,585.0,320.0,240.0
172,0.84732831,0.26993504,-0.45720214,-0.82857794,-0.32440165,0.94485909,-0.043358337,-0.38684875,0.42030999,0.18506885,0.88821638,0.75496477,585.0,585.0,320.0,240.0
173,0.85262835,0.26472569,-0.45034319,-0.82579792,-0.3191745,0.9464159,-0.047954537,-0.39023361,0.41353896,0.18463844,0.89147806,0.7542097,585.0,585.0,320.0,240.0
174,0.85748863,0.2622754,-0.44248003,-0.82283193,-0.31619626,0.94724011,-0.051293314,-0.39178476,0.40570307,0.18390691,0.89522189,0.75349402,585.0,585.0,320.0,240.0
175,0.86351961,0.2582359,-0.43302619,-0.81941217,-0.31116414,0.94871229,-0.05474066,-0.39427778,0.39670184,0.18202472,0.89962971,0.75341934,585.0,585.0,320.0,240.0
176,0.86796665,0.25923193,-0.42343342,-0.81748736,-0.31220147,0.94808269,-0.05952898,-0.39516073,0.38603789,0.18387881,0.90388155,0.75181597,585.0,585.0,320.0,240.0
177,0.87274981,0.2601563,-0.41290358,-0.81398124,-0.31172356,0.9481132,-0.061511915,-0.39774531,0.37549564,0.18240933,0.90860778,0.7512278,585.0,585.0,320.0,240.0
178,0.87867242,0.25861013,-0.40114641,-0.81257594,-0.30859682,0.94895887,-0.064177521,-0.39838889,0.36409262,0.18019639,0.91367602,0.749888,585.0,585.0,320.0,240.0
179,0.8889907,0.24966756,-0.38369825,-0.80545896,-0.29693869,0.95238662,-0.068270013,-0.40011704,0.34840125,0.17463872,0.92084521,0.7493394,585.0,585.0,320.0,240.0
180,0.89383245,0.24646538,-0.37440717,-0.79940391,-0.29166377,0.95401406,-0.068285316,-0.40232584,0.3403762,0.17024881,0.92466056,0.74973321,585.0,585.0,320.0,240.0
181,0.89919776,0.24255325,-0.36396933,-0.79529035,-0.28639495,0.95542276,-0.070841938,-0.40386242,0.33057734,0.16795193,0.92862713,0.75000221,585.0,585.0,320.0,240.0
182,0.90440178,0.23531248,-0.35573509,-0.78726733,-0.27896097,0.95722187,-0.076028533,-0.40267256,0.32264197,0.16800861,0.93140358,0.75140351,585.0,585.0,320.0,240.0
183,0.9085806,0.23288822,-0.34656349,-0.78197038,-0.2756772,0.9579311,-0.079014547,-0.40161926,0.31359679,0.1673428,0.93460727,0.75157243,585.0,585.0,320.0,240.0
184,0.91369307,0.2306293,-0.33442008,-0.77806485,-0.27134502,0.95909107,-0.079932682,-0.40120274,0.3023181,0.16378899,0.93894291,0.75120044,585.0,585.0,320.0,240.0
185,0.91903055,0.22629015,-0.32254741,-0.77529919,-0.26529366,0.96061164,-0.081958525,-0.40281835,0.29130927,0.16090381,0.94291347,0.75060785,585.0,585.0,320.0,240.0
186,0.92250079,0.22524379,-0.31323859,-0.77167851,-0.26405841,0.96051049,-0.086977266,-0.40017864,0.28129002,0.16296178,0.9455983,0.74975657,585.0,585.0,320.0,240.0
187,0.92717344,0.22208773,-0.30147552,-0.76782256,-0.25938353,0.96156442,-0.089365132,-0.39921856,0.27005258,0.16106656,0.94919217,0.74882549,585.0,585.0,320.0,240.0
188,0.93117058,0.21763039,-0.29226562,-0.76263994,-0.25389367,0.96278054,-0.091996931,-0.39753795,0.2613771,0.15988098,0.95181745,0.74849713,585.0,585.0,320.0,240.0
189,0.9349798,0.21519403,-0.28171802,-0.75696182,-0.24983847,0.96374393,-0.093006015,-0.39504451,0.25149974,0.15735433,0.95489472,0.74808395,585.0,585.0,320.0,240.0
190,0.93933821,0.21148294,-0.26977703,-0.75272328,-0.24359964,0.96550107,-0.091315866,-0.3941344,0.24116753,0.15150519,0.95849925,0.74749792,585.0,585.0,320.0,240.0
191,0.94278187,0.20835932,-0.26001835,-0.74649841,-0.23860364,0.96683538,-0.090384029,-0.39400113,0.23257123,0.14726451,0.96128041,0.74748939,585.0,585.0,320.0,240.0
192,0.94707537,0.20352717,-0.24796267,-0.7423991,-0.23192377,0.96840656,-0.090948001,-0.39220542,0.2216261,0.14365353,0.9644075,0.74633306,585.0,585.0,320.0,240.0
193,0.95041102,0.2008194,-0.2371719,-0.73886639,-0.22736149,0.96956271,-0.090142377,-0.39108887,0.21185784,0.13960627,0.96719301,0.74496496,585.0,585.0,320.0,240.0
194,0.95401639,0.19636212,-0.22617312,-0.73412621,-0.22093399,0.97117597,-0.088745259,-0.38942009,0.20223412,0.13464363,0.96995282,0.74376452,585.0,585.0,320.0,240.0
195,0.95765805,0.19019312,-0.21581669,-0.72884327,-0.21284512,0.97315091,-0.086858377,-0.38859808,0.19350819,0.12912562,0.97247994,0.74227482,585.0,585.0,320.0,240.0
196,0.96037364,0.18620756,-0.20704633,-0.72255683,-0.20750499,0.97436148,-0.086203396,-0.38679674,0.18569154,0.1257598,0.97444296,0.74053413,585.0,585.0,320.0,240.0
197,0.96332097,0.18334727,-0.1955892,-0.71780473,-0.20317329,0.97525108,-0.086460263,-0.38485038,0.17490079,0.12303647,0.97678429,0.73784739,585.0,585.0,320.0,240.0
198,0.96656227,0.17964613,-0.18260063,-0.71400172,-0.19807418,0.97615224,-0.088106349,-0.38105154,0.16242158,0.12133764,0.97914869,0.73492706,585.0,585.0,320.0,240.0
199,0.96975726,0.17169744,-0.17305839,-0.70916438,-0.18902434,0.97785938,-0.089050323,-0.37905228,0.15393996,0.11907818,0.98079479,0.73259872,585.0,585.0,320.0,240.0
200,0.97225642,0.16427894,-0.16609631,-0.70353621,-0.18066891,0.97945935,-0.088809885,-0.3773796,0.14809746,0.11636292,0.98201954,0.73030251,585.0,585.0,320.0,240.0
201,0.97381204,0.16105878,-0.16002467,-0.69577694,-0.17651038,0.98033905,-0.087453321,-0.3766982,0.1427954,0.1134174,0.98314869,0.72781909,585.0,585.0,320.0,240.0
202,0.97587079,0.1577788,-0.15046346,-0.6893661,-0.17219874,0.98104858,-0.088087954,-0.37551159,0.13371494,0.11188029,0.9846006,0.72541893,585.0,585.0,320.0,240.0
203,0.97842556,0.15125085,-0.1402273,-0.68477899,-0.16486205,0.98203635,-0.091068618,-0.3718389,0.12393476,0.1122303,0.98583966,0.72241926,585.0,585.0,320.0,240.0
204,0.98007667,0.1450454,-0.13516077,-0.67751145,-0.1580825,0.98313409,-0.091244489,-0.37027383,0.11964691,0.11080132,0.98653072,0.71914595,585.0,585.0,320.0,240.0
205,0.98187,0.13830408,-0.12907363,-0.67318213,-0.1506575,0.9842872,-0.0913729,-0.36740482,0.11440825,0.1091703,0.98733354,0.71632713,585.0,585.0,320.0,240.0
206,0.98329592,0.13258867,-0.12411994,-0.66589987,-0.14444603,0.98516601,-0.091927379,-0.36461222,0.11008992,0.10832848,0.98791695,0.71298385,585.0,585.0,320.0,240.0
207,0.98448294,0.12875932,-0.11862018,-0.65950686,-0.13984767,0.9859702,-0.090401307,-0.36120898,0.10531532,0.10559512,0.98873305,0.71009159,585.0,585.0,320.0,240.0
208,0.98572308,0.12457017,-0.11264346,-0.65724391,-0.13485537,0.98681188,-0.088787556,-0.36039981,0.10009659,0.1027181,0.98957795,0.70648795,585.0,585.0,320.0,240.0
209,0.98643541,0.12010838,-0.11124468,-0.6488542,-0.13048981,0.98717469,-0.091243535,-0.3572,0.098857686,0.1045299,0.98951274,0.70352471,585.0,585.0,320.0,240.0
210,0.98732895,0.11850904,-0.10484934,-0.64304405,-0.1281727,0.98752213,-0.090766475,-0.35333872,0.09278281,0.10306283,0.9902547,0.70042408,585.0,585.0,320.0,240.0
211,0.98849893,0.1151026,-0.097349524,-0.63869393,-0.12402916,0.98801094,-0.091202773,-0.35146818,0.085682593,0.10223561,0.99097997,0.69687295,585.0,585.0,320.0,240.0
212,0.98911947,0.11085799,-0.095961571,-0.6324625,-0.11983518,0.98831934,-0.093440175,-0.34834853,0.084479876,0.10393082,0.99090689,0.69348854,585.0,585.0,320.0,240.0
213,0.98989046,0.10583839,-0.093651526,-0.62327445,-0.11479754,0.98866558,-0.096064985,-0.34290913,0.082420312,0.1058527,0.99087679,0.690283,585.0,585.0,320.0,240.0
214,0.99070287,0.10215521,-0.0890368,-0.61730248,-0.11078735,0.98892629,-0.098069355,-0.3407878,0.078029819,0.10702979,0.99110574,0.68670553,585.0,585.0,320.0,240.0
215,0.99141473,0.099522434,-0.083947413,-0.60999513,-0.10785895,0.98891425,-0.1013995,-0.33362451,0.07292214,0.10959175,0.99121463,0.68443757,585.0,585.0,320.0,240.0
216,0.99253517,0.091938496,-0.079219587,-0.60178405,-0.099776946,0.98976183,-0.10140499,-0.33044711,0.069082081,0.10856056,0.99160302,0.68052155,585.0,585.0,320.0,240.0
217,0.99329817,0.085742608,-0.07655894,-0.59526092,-0.093510464,0.99006414,-0.10438193,-0.32744554,0.066844679,0.1108499,0.991503,0.67816037,585.0,585.0,320.0,240.0
218,0.99379975,0.081015326,-0.075184666,-0.58688444,-0.088955514,0.989981,-0.10904598,-0.32151046,0.065593287,0.11506684,0.99110597,0.67588615,585.0,585.0,320.0,240.0
219,0.99458176,0.074579157,-0.071405299,-0.58074141,-0.082217701,0.9903723,-0.11076616,-0.31393242,0.062453039,0.11604578,0.99119467,0.67418599,585.0,585.0,320.0,240.0
220,0.99495834,0.0702006,-0.070591561,-0.57460243,-0.077697001,0.99085426,-0.10971335,-0.3090702,0.062240042,0.11465383,0.9913699,0.67199141,585.0,585.0,320.0,240.0
221,0.99506682,0.069221877,-0.070022345,-0.56637472,-0.076624542,0.99099481,-0.10919563,-0.30237722,0.061829075,0.11403123,0.99146724,0.67055672,585.0,585.0,320.0,240.0
222,0.99500871,0.070579045,-0.069492973,-0.56621838,-0.077907979,0.99090803,-0.10907444,-0.3025074,0.061158746,0.11395289,0.99151778,0.67082524,585.0,585.0,320.0,240.0
223,0.99562883,0.064542815,-0.066408731,-0.55967897,-0.071472585,0.9915266,-0.10785154,-0.30038372,0.058880806,0.11213521,0.99186271,0.66883254,585.0,585.0,320.0,240.0
224,0.99568051,0.062068757,-0.06797374,-0.55116457,-0.069415815,0.99125403,-0.111633,-0.29139927,0.060446255,0.11587831,0.99133807,0.66838276,585.0,585.0,320.0,240.0
225,0.99593431,0.057556517,-0.068227366,-0.5452984,-0.064726435,0.99197674,-0.10796984,-0.28459489,0.061461635,0.11195564,0.99172616,0.66671437,585.0,585.0,320.0,240.0
226,0.99611145,0.055274952,-0.067523912,-0.53919321,-0.062259968,0.99233598,-0.10610254,-0.28267759,0.061137613,0.10990248,0.99197584,0.6650719,585.0,585.0,320.0,240.0
227,0.99638647,0.050881993,-0.06691727,-0.53205633,-0.057915729,0.99242556,-0.10771111,-0.27442408,0.060925867,0.11120603,0.99184352,0.66444415,585.0,585.0,320.0,240.0
228,0.99644083,0.049866743,-0.066870466,-0.53110868,-0.056911469,0.99246228,-0.10790917,-0.27438065,0.060981359,0.11133941,0.9918251,0.66430354,585.0,585.0,320.0,240.0
229,0.9966554,0.042070109,-0.068997599,-0.52598447,-0.049228001,0.9931308,-0.10551085,-0.27166364,0.064081065,0.10856292,0.99193728,0.6623413,585.0,585.0,320.0,240.0
230,0.99635565,0.040404536,-0.074131317,-0.51627547,-0.048313346,0.99289119,-0.1081557,-0.26407409,0.069231018,0.11135167,0.99128181,0.66172749,585.0,585.0,320.0,240.0
231,0.99657577,0.037112925,-0.072879396,-0.50993115,-0.044767059,0.99325514,-0.10632463,-0.258459,0.068438426,0.10923157,0.9915725,0.65976638,585.0,585.0,320.0,240.0
232,0.99674714,0.034205612,-0.071950175,-0.50194854,-0.041646045,0.99357909,-0.10454786,-0.25431183,0.067908674,0.10721249,0.99182916,0.6585142,585.0,585.0,320.0,240.0
233,0.99677545,0.026726367,-0.074671544,-0.49218893,-0.034270186,0.99416614,-0.10160156,-0.25088894,0.071517408,0.10384093,0.99193412,0.65752882,585.0,585.0,320.0,240.0
234,0.99677306,0.025589582,-0.075099409,-0.4923237,-0.033195153,0.99418271,-0.10179605,-0.25092247,0.072054558,0.10396849,0.99188179,0.65760875,585.0,585.0,320.0,240.0
235,0.99649966,0.023447786,-0.079308376,-0.48438299,-0.031445947,0.99430925,-0.10111165,-0.24896991,0.07648351,0.1032596,0.99162412,0.65529943,585.0,585.0,320.0,240.0
236,0.99635845,0.024176924,-0.080845892,-0.47438201,-0.032557972,0.99397832,-0.10397039,-0.24201505,0.077842779,0.10623219,0.99120414,0.65416974,585.0,585.0,320.0,240.0
237,0.99662364,0.020158798,-0.078647286,-0.46694341,-0.028047368,0.99447423,-0.10048282,-0.2404902,0.076184399,0.10235732,0.99174041,0.65233445,585.0,585.0,320.0,240.0
238,0.99636227,0.019637823,-0.082017049,-0.458581,-0.028003275,0.99431211,-0.10208514,-0.23748343,0.079543419,0.10401858,0.99130362,0.65095729,585.0,585.0,320.0,240.0
239,0.99633372,0.018251548,-0.082678944,-0.45553362,-0.026729358,0.99429572,-0.1025817,-0.23379308,0.080332749,0.10442372,0.99119717,0.64751798,585.0,585.0,320.0,240.0
240,0.99631274,0.017904695,-0.083005592,-0.45567477,-0.026353395,0.99438679,-0.10179365,-0.23477034,0.080714814,0.10361387,0.99125099,0.64768296,585.0,585.0,320.0,240.0
241,0.99622154,0.017987708,-0.084073901,-0.44743359,-0.027228139,0.99348336,-0.11004899,-0.23234294,0.081544273,0.11193123,0.9902783,0.64551044,585.0,585.0,320.0,240.0
242,0.99600929,0.01944031,-0.086235821,-0.4385075,-0.029577846,0.99252146,-0.1178446,-0.22388297,0.083297886,0.11993458,0.98919445,0.6442619,585.0,585.0,320.0,240.0
243,0.99581355,0.016461333,-0.089068331,-0.43119439,-0.027208624,0.99223471,-0.12079193,-0.21987709,0.086386465,0.1227195,0.98858762,0.64231318,585.0,585.0,320.0,240.0
244,0.99538797,0.016798774,-0.093647562,-0.42348573,-0.028331257,0.99190986,-0.12317733,-0.21633534,0.090819232,0.12527242,0.98786986,0.64065081,585.0,585.0,320.0,240.0
245,0.99543458,0.016482063,-0.093206815,-0.42327142,-0.028012909,0.99184692,-0.12375568,-0.21595597,0.090405606,0.12581171,0.98783922,0.64068806,585.0,585.0,320.0,240.0
246,0.99519724,0.019665532,-0.09510427,-0.41458532,-0.031782109,0.99124825,-0.12758262,-0.2127766,0.0917615,0.13000295,0.98717117,0.63893193,585.0,585.0,320.0,240.0
247,0.99537891,0.020197116,-0.093069457,-0.40847576,-0.03244593,0.99064779,-0.13200273,-0.20627941,0.089531325,0.13442333,0.9867838,0.63736814,585.0,585.0,320.0,240.0
248,0.99498564,0.020207943,-0.097182162,-0.39857233,-0.033050202,0.99057794,-0.13237593,-0.20302881,0.093590125,0.13493495,0.98633724,0.6358937,585.0,585.0,320.0,240.0
249,0.99445426,0.020501332,-0.10241825,-0.39050034,-0.034304701,0.99020058,-0.13485572,-0.19832794,0.098648973,0.13763243,0.98547107,0.63524842,585.0,585.0,320.0,240.0
250,0.99446541,0.020195981,-0.10236991,-0.39104807,-0.03391717,0.990318,-0.13408886,-0.19923258,0.098669805,0.13682991,0.98558074,0.63514656,585.0,585.0,320.0,240.0
251,0.99461246,0.021588854,-0.10064268,-0.38420039,-0.03534089,0.98988378,-0.13689744,-0.19628744,0.096668027,0.13972807,0.98537248,0.63341653,585.0,585.0,320.0,240.0
252,0.99467587,0.0243209,-0.099382989,-0.3769629,-0.038403463,0.98900574,-0.1423105,-0.19161901,0.094828002,0.14538138,0.98473322,0.63228327,585.0,585.0,320.0,240.0
253,0.9947781,0.022652101,-0.098752402,-0.36998948,-0.036974482,0.9885698,-0.14567725,-0.18693197,0.094322473,0.14858003,0.98430425,0.63130111,585.0,585.0,320.0,240.0
254,0.99475104,0.023468696,-0.098833814,-0.37090433,-0.037777245,0.98857164,-0.14545865,-0.18716268,0.094289303,0.14844099,0.98432839,0.63107592,585.0,585.0,320.0,240.0
255,0.99497092,0.021186594,-0.097120501,-0.36562225,-0.035719562,0.98790777,-0.15040392,-0.18198371,0.092758127,0.15312925,0.98375541,0.63016695,585.0,585.0,320.0,240.0
256,0.99518615,0.020163113,-0.095112398,-0.3600398,-0.034657784,0.98750556,-0.15326664,-0.17664404,0.090832084,0.15583809,0.9835096,0.62952828,585.0,585.0,320.0,240.0
257,0.99526322,0.023490231,-0.093528651,-0.35272181,-0.037921898,0.98701745,-0.15561922,-0.1751989,0.088657103,0.15844202,0.98329198,0.62868905,585.0,585.0,320.0,240.0
258,0.99548018,0.027391843,-0.090091243,-0.34501946,-0.041684393,0.98603845,-0.16077618,-0.17199644,0.084427379,0.1638186,0.98278284,0.62833148,585.0,585.0,320.0,240.0
259,0.99544948,0.027336881,-0.090445705,-0.34334049,-0.041666508,0.98608071,-0.16052164,-0.17217621,0.084796533,0.16357338,0.98279196,0.62855959,585.0,585.0,320.0,240.0
260,0.99586177,0.025926387,-0.086221375,-0.33605108,-0.039977331,0.98533899,-0.16542999,-0.16873778,0.080665849,0.16820642,0.98235744,0.62834108,585.0,585.0,320.0,240.0
261,0.99595171,0.023109797,-0.085982077,-0.32724401,-0.037461974,0.98479402,-0.16922025,-0.1643001,0.080761567,0.17177072,0.98173261,0.62887365,585.0,585.0,320.0,240.0
262,0.99627286,0.016733252,-0.083706073,-0.32027167,-0.031005709,0.98450184,-0.17219983,-0.15924895,0.079524823,0.17416811,0.98141104,0.62935519,585.0,585.0,320.0,240.0
263,0.99630654,0.017154178,-0.083218329,-0.32076332,-0.031242203,0.98469776,-0.17103291,-0.16050169,0.079008453,0.17301573,0.98165655,0.62939107,585.0,585.0,320.0,240.0
264,0.99630457,0.01200572,-0.084138483,-0.31417257,-0.026402716,0.98465061,-0.17211618,-0.15637645,0.080778249,0.17371623,0.98138875,0.63058686,585.0,585.0,320.0,240.0
265,0.9961918,0.010883449,-0.085612729,-0.30702645,-0.025466859,0.98485053,-0.17110972,-0.15102234,0.082451232,0.1726529,0.98143709,0.63197541,585.0,585.0,320.0,240.0
266,0.99631828,0.011053255,-0.084105343,-0.29828095,-0.025084293,0.98546124,-0.16761394,-0.1490204,0.08102753,0.16912079,0.98217034,0.63315308,585.0,585.0,320.0,240.0
267,0.99657917,0.015035739,-0.080308951,-0.29035026,-0.028281121,0.9855805,-0.16639911,-0.1451242,0.076646313,0.16811529,0.98269445,0.63416106,585.0,585.0,320.0,240.0
268,0.99671656,0.015932254,-0.078406662,-0.28120744,-0.028644539,0.98601371,-0.16374823,-0.14095436,0.074698329,0.16547047,0.98329306,0.63643205,585.0,585.0,320.0,240.0
269,0.9967562,0.015977489,-0.077891469,-0.2811946,-0.02865546,0.98589879,-0.16443662,-0.14040658,0.07416293,0.16614926,0.98321903,0.6363982,585.0,585.0,320.0,240.0
270,0.99667662,0.016781991,-0.078734845,-0.27364853,-0.029381748,0.9863342,-0.16167331,-0.13822915,0.074942864,0.16346316,0.98360986,0.63826317,585.0,585.0,320.0,240.0
271,0.99693197,0.017439421,-0.075282589,-0.26228341,-0.029526724,0.98618954,-0.16252707,-0.13022755,0.071405411,0.1642652,0.98373932,0.64123863,585.0,585.0,320.0,240.0
272,0.99738127,0.014249418,-0.06979952,-0.25242376,-0.024943687,0.98756033,-0.15478638,-0.1270244,0.066722155,0.15613529,0.98539048,0.64329612,585.0,585.0,320.0,240.0
273,0.99736202,0.014713294,-0.069975838,-0.25187132,-0.025407121,0.98760265,-0.15443936,-0.12716067,0.066832542,0.15582302,0.98543233,0.64313179,585.0,585.0,320.0,240.0
274,0.99729717,0.012418228,-0.071331464,-0.24523267,-0.023165056,0.98806232,-0.15182956,-0.12598929,0.06859114,0.15308452,0.98574048,0.64598107,585.0,585.0,320.0,240.0
275,0.99720621,0.014844143,-0.07213451,-0.23244302,-0.025604118,0.98819447,-0.15057242,-0.11817569,0.069044538,0.1520115,0.98587483,0.64995199,585.0,585.0,320.0,240.0
276,0.99745846,0.023377709,-0.066134281,-0.22170985,-0.032703161,0.98902255,-0.14359897,-0.11756955,0.062047493,0.145409,0.98733473,0.65189427,585.0,585.0,320.0,240.0
277,0.9974792,0.023428898,-0.065802492,-0.22127229,-0.032675169,0.98909366,-0.14311433,-0.11794057,0.061728023,0.14491582,0.98742723,0.65173435,585.0,585.0,320.0,240.0
278,0.9973011,0.035299536,-0.063148402,-0.21066859,-0.043988939,0.98882437,-0.14193819,-0.11415195,0.057428226,0.14434512,0.9877702,0.65516901,585.0,585.0,320.0,240.0
279,0.99708402,0.042554565,-0.062093206,-0.20153221,-0.050665911,0.9894107,-0.13547808,-0.11124069,0.055666249,0.13824059,0.98874354,0.65824169,585.0,585.0,320.0,240.0
280,0.99659956,0.049472157,-0.064689487,-0.18996768,-0.057528302,0.98987156,-0.12922749,-0.11350974,0.057637088,0.13252051,0.98941344,0.66113389,585.0,585.0,320.0,240.0
281,0.99631178,0.053657584,-0.065775298,-0.17882472,-0.061880443,0.98949659,-0.13008443,-0.11087167,0.058100414,0.13368598,0.9892295,0.66461027,585.0,585.0,320.0,240.0
282,0.99627566,0.053645443,-0.066331096,-0.17811048,-0.061888412,0.98961675,-0.12916417,-0.11179758,0.058709346,0.1327993,0.98931301,0.66466707,585.0,585.0,320.0,240.0
283,0.99599743,0.056628887,-0.068007313,-0.16918102,-0.065078877,0.9894051,-0.12921582,-0.10862435,0.059965611,0.13313548,0.98919225,0.66837847,585.0,585.0,320.0,240.0
284,0.99568301,0.055951744,-0.072989605,-0.15673171,-0.064876549,0.98980403,-0.12622778,-0.10539751,0.06517937,0.13042894,0.98922288,0.67298961,585.0,585.0,320.0,240.0
285,0.99547082,0.056383286,-0.075507879,-0.14623156,-0.06539204,0.99021769,-0.12266566,-0.10527442,0.067849807,0.12705813,0.98948193,0.67597634,585.0,585.0,320.0,240.0
286,0.99545527,0.056274556,-0.075793251,-0.1454207,-0.065273695,0.99030906,-0.12198908,-0.10593082,0.068190761,0.12639236,0.98954374,0.67605221,585.0,585.0,320.0,240.0
287,0.99489665,0.063626386,-0.077297337,-0.13421208,-0.072988622,0.98939341,-0.12500834,-0.10162929,0.068520553,0.13002293,0.98905039,0.6799711,585.0,585.0,320.0,240.0
288,0.99499178,0.065220103,-0.074698322,-0.1219877,-0.074011952,0.98973262,-0.12167633,-0.097876385,0.065992333,0.12660593,0.98966521,0.68441039,585.0,585.0,320.0,240.0
289,0.99467701,0.065462336,-0.078576967,-0.11252151,-0.074318781,0.99043524,-0.11562072,-0.098831125,0.070253663,0.12085488,0.99009061,0.6877923,585.0,585.0,320.0,240.0
290,0.99464256,0.065505318,-0.078975379,-0.11234596,-0.074365154,0.99050486,-0.11499237,-0.099525839,0.070689984,0.12025913,0.99013197,0.68786669,585.0,585.0,320.0,240.0
291,0.99392879,0.069495983,-0.084366687,-0.104308,-0.079157591,0.98988187,-0.11713634,-0.094440445,0.075370058,0.12311355,0.98943561,0.69172376,585.0,585.0,320.0,240.0
292,0.99327004,0.076694675,-0.085874498,-0.092637248,-0.086364262,0.98950839,-0.11518344,-0.089372963,0.076137155,0.12183472,0.98953509,0.69597185,585.0,585.0,320.0,240.0
293,0.9928239,0.082880288,-0.085281558,-0.084629841,-0.092047416,0.98960447,-0.10983086,-0.087890163,0.075289719,0.11690217,0.99019462,0.69907284,585.0,585.0,320.0,240.0
294,0.99273854,0.083345734,-0.085818954,-0.084702909,-0.092491873,0.98968226,-0.1087501,-0.088810615,0.075867213,0.11590742,0.99026734,0.69878864,585.0,585.0,320.0,240.0
